user_id,game_name,week,mastery_level
1,Series,5,0.0
1,Series,6,0.0
1,Series,7,0.0
1,Series,12,0.0
1,Series,13,0.0
1,Series,14,0.0
1,Series,15,0.0
1,Jump backwards,1,0.0
1,Jump backwards,2,0.0
1,Jump backwards,3,0.0
1,Jump backwards,4,0.0
1,Jump backwards,5,0.0
1,Jump backwards,6,0.0
1,Jump backwards,7,0.0
1,Jump backwards,12,0.0
1,Jump backwards,13,0.0
1,Jump backwards,14,0.0
1,Jump backwards,15,0.0
1,Difference,1,0.0
1,Difference,2,0.0
1,Difference,3,0.0
1,Difference,4,0.0
1,Difference,5,0.0
1,Difference,6,0.0
1,Difference,7,0.0
1,Difference,12,0.0
1,Difference,13,0.0
1,Difference,14,0.0
1,Difference,15,0.0
1,Scale: Subtraction,1,0.0
1,Scale: Subtraction,2,0.0
1,Scale: Subtraction,3,0.0
1,Scale: Subtraction,4,0.0
1,Scale: Subtraction,5,0.0
1,Scale: Subtraction,6,0.0
1,Scale: Subtraction,7,0.0
1,Scale: Subtraction,12,0.0
1,Scale: Subtraction,13,0.0
1,Scale: Subtraction,14,0.0
1,Scale: Subtraction,15,0.0
1,Shelf: Jump Ahead,1,0.0
1,Shelf: Jump Ahead,2,0.0
1,Shelf: Jump Ahead,3,0.0
1,Shelf: Jump Ahead,4,0.0
1,Shelf: Jump Ahead,5,0.0
1,Shelf: Jump Ahead,6,0.0
1,Shelf: Jump Ahead,7,0.0
1,Shelf: Jump Ahead,12,0.0
1,Shelf: Jump Ahead,13,0.0
1,Shelf: Jump Ahead,14,0.0
1,Shelf: Jump Ahead,15,0.0
1,Calculator: Multiplication,1,0.0
1,Calculator: Multiplication,2,0.0
1,Calculator: Multiplication,3,0.0
1,Calculator: Multiplication,4,0.0
1,Calculator: Multiplication,5,0.0
1,Calculator: Multiplication,6,0.0
1,Calculator: Multiplication,7,0.0
1,Calculator: Multiplication,12,0.0
1,Calculator: Multiplication,13,0.0
1,Calculator: Multiplication,14,0.0
1,Calculator: Multiplication,15,0.0
1,Scale: Conversion,1,0.0
1,Scale: Conversion,2,0.0
1,Scale: Conversion,3,0.0
1,Scale: Conversion,4,0.0
1,Scale: Conversion,5,0.0
1,Scale: Conversion,6,0.0
1,Scale: Conversion,7,0.0
1,Scale: Conversion,12,0.0
1,Scale: Conversion,13,0.0
1,Scale: Conversion,14,0.0
1,Scale: Conversion,15,0.0
1,Shelf: given height,1,0.0
1,Shelf: given height,2,0.0
1,Shelf: given height,3,0.0
1,Shelf: given height,4,0.0
1,Shelf: given height,5,0.0
1,Shelf: given height,6,0.0
1,Shelf: given height,7,0.0
1,Shelf: given height,12,0.0
1,Shelf: given height,13,0.0
1,Shelf: given height,14,0.0
1,Shelf: given height,15,0.0
1,Scale: Subtraction by Tens and Ones,1,0.0
1,Scale: Subtraction by Tens and Ones,2,0.0
1,Scale: Subtraction by Tens and Ones,3,0.0
1,Scale: Subtraction by Tens and Ones,4,0.0
1,Scale: Subtraction by Tens and Ones,5,0.0
1,Scale: Subtraction by Tens and Ones,6,0.0
1,Scale: Subtraction by Tens and Ones,7,0.0
1,Scale: Subtraction by Tens and Ones,12,0.0
1,Scale: Subtraction by Tens and Ones,13,0.0
1,Scale: Subtraction by Tens and Ones,14,0.0
1,Scale: Subtraction by Tens and Ones,15,0.0
1,Calculator: Division,1,0.0
1,Calculator: Division,2,0.0
1,Calculator: Division,3,0.0
1,Calculator: Division,4,0.0
1,Calculator: Division,5,0.0
1,Calculator: Division,6,0.0
1,Calculator: Division,7,0.0
1,Calculator: Division,12,0.0
1,Calculator: Division,13,0.0
1,Calculator: Division,14,0.0
1,Calculator: Division,15,0.0
1,Shelf: random height,1,0.0
1,Shelf: random height,2,0.0
1,Shelf: random height,3,0.0
1,Shelf: random height,4,0.0
1,Shelf: random height,5,0.0
1,Shelf: random height,6,0.0
1,Shelf: random height,7,0.0
1,Shelf: random height,12,0.0
1,Shelf: random height,13,0.0
1,Shelf: random height,14,0.0
1,Shelf: random height,15,0.0
1,Calculator: Multiplication with ?,1,0.0
1,Calculator: Multiplication with ?,2,0.0
1,Calculator: Multiplication with ?,3,0.0
1,Calculator: Multiplication with ?,4,0.0
1,Calculator: Multiplication with ?,5,0.0
1,Calculator: Multiplication with ?,6,0.0
1,Calculator: Multiplication with ?,7,0.0
1,Calculator: Multiplication with ?,12,0.0
1,Calculator: Multiplication with ?,13,0.0
1,Calculator: Multiplication with ?,14,0.0
1,Calculator: Multiplication with ?,15,0.0
1,Scale: Composition,1,0.0
1,Scale: Composition,2,0.0
1,Scale: Composition,3,0.0
1,Scale: Composition,4,0.0
1,Scale: Composition,5,0.0
1,Scale: Composition,6,0.0
1,Scale: Composition,7,0.0
1,Scale: Composition,12,0.0
1,Scale: Composition,13,0.0
1,Scale: Composition,14,0.0
1,Scale: Composition,15,0.0
2,Subitizing,1,1.0
2,Subitizing,2,0.6666666666666666
2,Subitizing,4,0.6666666666666666
2,Subitizing,5,0.6666666666666666
2,Subitizing,6,0.6666666666666666
2,Subitizing,7,0.6666666666666666
2,Subitizing,9,0.6666666666666666
2,Subitizing,10,0.6666666666666666
2,Subitizing,11,0.6666666666666666
2,Subitizing,12,0.6666666666666666
2,Subitizing,13,0.6666666666666666
2,Subitizing,14,0.6666666666666666
2,Subitizing,15,0.14
2,Subitizing,16,0.14
2,Subitizing,19,0.16363636363636364
2,Subitizing,20,0.15
2,Subitizing,21,0.15
2,Subitizing,23,0.15
2,Conversion,1,0.0
2,Conversion,2,0.0
2,Conversion,4,0.09090909090909091
2,Conversion,5,0.17647058823529413
2,Conversion,6,0.15789473684210525
2,Conversion,7,0.15789473684210525
2,Conversion,9,0.15789473684210525
2,Conversion,10,0.15789473684210525
2,Conversion,11,0.15789473684210525
2,Conversion,12,0.15789473684210525
2,Conversion,13,0.14285714285714285
2,Conversion,14,0.1276595744680851
2,Conversion,15,0.14
2,Conversion,16,0.14
2,Conversion,19,0.14545454545454545
2,Conversion,20,0.13333333333333333
2,Conversion,21,0.13333333333333333
2,Conversion,23,0.11594202898550725
2,Landing,1,0.0
2,Landing,2,0.0
2,Landing,4,0.0
2,Landing,5,0.058823529411764705
2,Landing,6,0.05263157894736842
2,Landing,7,0.05263157894736842
2,Landing,9,0.05263157894736842
2,Landing,10,0.05263157894736842
2,Landing,11,0.09090909090909091
2,Landing,12,0.10526315789473684
2,Landing,13,0.11904761904761904
2,Landing,14,0.19148936170212766
2,Landing,15,0.19148936170212766
2,Landing,16,0.19230769230769232
2,Landing,19,0.19230769230769232
2,Landing,20,0.19230769230769232
2,Landing,21,0.19230769230769232
2,Landing,23,0.17391304347826086
2,Comparison,1,0.0
2,Comparison,2,0.0
2,Comparison,4,0.0
2,Comparison,5,0.17647058823529413
2,Comparison,6,0.17647058823529413
2,Comparison,7,0.17647058823529413
2,Comparison,9,0.17647058823529413
2,Comparison,10,0.17647058823529413
2,Comparison,11,0.17647058823529413
2,Comparison,12,0.10526315789473684
2,Comparison,13,0.10526315789473684
2,Comparison,14,0.10526315789473684
2,Comparison,15,0.10526315789473684
2,Comparison,16,0.09615384615384616
2,Comparison,19,0.09615384615384616
2,Comparison,20,0.09615384615384616
2,Comparison,21,0.125
2,Comparison,23,0.13043478260869565
2,Estimation on Number Line,1,0.0
2,Estimation on Number Line,2,0.0
2,Estimation on Number Line,4,0.0
2,Estimation on Number Line,5,0.0
2,Estimation on Number Line,6,0.0
2,Estimation on Number Line,7,0.0
2,Estimation on Number Line,9,0.0
2,Estimation on Number Line,10,0.0
2,Estimation on Number Line,11,0.0
2,Estimation on Number Line,12,0.0
2,Estimation on Number Line,13,0.0
2,Estimation on Number Line,14,0.0
2,Estimation on Number Line,15,0.0
2,Estimation on Number Line,16,0.0
2,Estimation on Number Line,19,0.0
2,Estimation on Number Line,20,0.0
2,Estimation on Number Line,21,0.0
2,Estimation on Number Line,23,0.0
2,Distance,1,0.0
2,Distance,2,0.0
2,Distance,4,0.0
2,Distance,5,0.0
2,Distance,6,0.0
2,Distance,7,0.0
2,Distance,9,0.038461538461538464
2,Distance,10,0.038461538461538464
2,Distance,11,0.038461538461538464
2,Distance,12,0.038461538461538464
2,Distance,13,0.038461538461538464
2,Distance,14,0.038461538461538464
2,Distance,15,0.038461538461538464
2,Distance,16,0.038461538461538464
2,Distance,19,0.038461538461538464
2,Distance,20,0.038461538461538464
2,Distance,21,0.038461538461538464
2,Distance,23,0.038461538461538464
2,Sliderule,1,0.0
2,Sliderule,2,0.0
2,Sliderule,4,0.0
2,Sliderule,5,0.0
2,Sliderule,6,0.0
2,Sliderule,7,0.0
2,Sliderule,9,0.0
2,Sliderule,10,0.0
2,Sliderule,11,0.0
2,Sliderule,12,0.0
2,Sliderule,13,0.0
2,Sliderule,14,0.0
2,Sliderule,15,0.0
2,Sliderule,16,0.0
2,Sliderule,19,0.0
2,Sliderule,20,0.0
2,Sliderule,21,0.0
2,Sliderule,23,0.0
2,Order,1,0.0
2,Order,2,0.0
2,Order,4,0.0
2,Order,5,0.0
2,Order,6,0.0
2,Order,7,0.125
2,Order,9,0.15384615384615385
2,Order,10,0.20689655172413793
2,Order,11,0.21212121212121213
2,Order,12,0.21212121212121213
2,Order,13,0.21212121212121213
2,Order,14,0.21212121212121213
2,Order,15,0.21212121212121213
2,Order,16,0.21212121212121213
2,Order,19,0.21212121212121213
2,Order,20,0.13333333333333333
2,Order,21,0.13333333333333333
2,Order,23,0.13333333333333333
2,Estimation,1,0.0
2,Estimation,2,0.0
2,Estimation,4,0.0
2,Estimation,5,0.0
2,Estimation,6,0.0
2,Estimation,7,0.0
2,Estimation,9,0.0
2,Estimation,10,0.0
2,Estimation,11,0.0
2,Estimation,12,0.0
2,Estimation,13,0.0
2,Estimation,14,0.0
2,Estimation,15,0.0
2,Estimation,16,0.0
2,Estimation,19,0.0
2,Estimation,20,0.0
2,Estimation,21,0.0
2,Estimation,23,0.0
2,Calculator,1,0.0
2,Calculator,2,0.0
2,Calculator,4,0.0
2,Calculator,5,0.0
2,Calculator,6,0.0
2,Calculator,7,0.0
2,Calculator,9,0.0
2,Calculator,10,0.0
2,Calculator,11,0.0
2,Calculator,12,0.0
2,Calculator,13,0.0
2,Calculator,14,0.0
2,Calculator,15,0.0
2,Calculator,16,0.0
2,Calculator,19,0.0
2,Calculator,20,0.0
2,Calculator,21,0.0
2,Calculator,23,0.0
2,Plus-minus,1,0.0
2,Plus-minus,2,0.0
2,Plus-minus,4,0.0
2,Plus-minus,5,0.0
2,Plus-minus,6,0.0
2,Plus-minus,7,0.0
2,Plus-minus,9,0.0
2,Plus-minus,10,0.0
2,Plus-minus,11,0.0
2,Plus-minus,12,0.0
2,Plus-minus,13,0.0
2,Plus-minus,14,0.0
2,Plus-minus,15,0.0
2,Plus-minus,16,0.0
2,Plus-minus,19,0.0
2,Plus-minus,20,0.0
2,Plus-minus,21,0.0
2,Plus-minus,23,0.0
2,Scale: Decomposition,1,0.0
2,Scale: Decomposition,2,0.0
2,Scale: Decomposition,4,0.0
2,Scale: Decomposition,5,0.0
2,Scale: Decomposition,6,0.0
2,Scale: Decomposition,7,0.0
2,Scale: Decomposition,9,0.0
2,Scale: Decomposition,10,0.0
2,Scale: Decomposition,11,0.0
2,Scale: Decomposition,12,0.0
2,Scale: Decomposition,13,0.0
2,Scale: Decomposition,14,0.0
2,Scale: Decomposition,15,0.0
2,Scale: Decomposition,16,0.0
2,Scale: Decomposition,19,0.0
2,Scale: Decomposition,20,0.0
2,Scale: Decomposition,21,0.0
2,Scale: Decomposition,23,0.0
2,Secret Number,1,0.0
2,Secret Number,2,0.0
2,Secret Number,4,0.0
2,Secret Number,5,0.0
2,Secret Number,6,0.0
2,Secret Number,7,0.0
2,Secret Number,9,0.0
2,Secret Number,10,0.0
2,Secret Number,11,0.0
2,Secret Number,12,0.0
2,Secret Number,13,0.0
2,Secret Number,14,0.0
2,Secret Number,15,0.0
2,Secret Number,16,0.0
2,Secret Number,19,0.0
2,Secret Number,20,0.0
2,Secret Number,21,0.0
2,Secret Number,23,0.0
2,Distribution,1,0.0
2,Distribution,2,0.0
2,Distribution,4,0.0
2,Distribution,5,0.0
2,Distribution,6,0.0
2,Distribution,7,0.0
2,Distribution,9,0.0
2,Distribution,10,0.0
2,Distribution,11,0.0
2,Distribution,12,0.0
2,Distribution,13,0.0
2,Distribution,14,0.0
2,Distribution,15,0.0
2,Distribution,16,0.0
2,Distribution,19,0.0
2,Distribution,20,0.0
2,Distribution,21,0.0
2,Distribution,23,0.0
2,Completion,1,0.0
2,Completion,2,0.0
2,Completion,4,0.0
2,Completion,5,0.0
2,Completion,6,0.0
2,Completion,7,0.0
2,Completion,9,0.0
2,Completion,10,0.0
2,Completion,11,0.0
2,Completion,12,0.0
2,Completion,13,0.0
2,Completion,14,0.0
2,Completion,15,0.0
2,Completion,16,0.0
2,Completion,19,0.0
2,Completion,20,0.0
2,Completion,21,0.0
2,Completion,23,0.0
2,Write as multiplication,1,0.0
2,Write as multiplication,2,0.0
2,Write as multiplication,4,0.0
2,Write as multiplication,5,0.0
2,Write as multiplication,6,0.0
2,Write as multiplication,7,0.0
2,Write as multiplication,9,0.0
2,Write as multiplication,10,0.0
2,Write as multiplication,11,0.0
2,Write as multiplication,12,0.0
2,Write as multiplication,13,0.0
2,Write as multiplication,14,0.0
2,Write as multiplication,15,0.0
2,Write as multiplication,16,0.0
2,Write as multiplication,19,0.0
2,Write as multiplication,20,0.0
2,Write as multiplication,21,0.0
2,Write as multiplication,23,0.0
2,Series,1,0.0
2,Series,2,0.0
2,Series,4,0.0
2,Series,5,0.0
2,Series,6,0.0
2,Series,7,0.0
2,Series,9,0.0
2,Series,10,0.0
2,Series,11,0.0
2,Series,12,0.0
2,Series,13,0.0
2,Series,14,0.0
2,Series,15,0.0
2,Series,16,0.0
2,Series,19,0.0
2,Series,20,0.0
2,Series,21,0.0
2,Series,23,0.0
2,Jump backwards,1,0.0
2,Jump backwards,2,0.0
2,Jump backwards,4,0.0
2,Jump backwards,5,0.0
2,Jump backwards,6,0.0
2,Jump backwards,7,0.0
2,Jump backwards,9,0.0
2,Jump backwards,10,0.0
2,Jump backwards,11,0.0
2,Jump backwards,12,0.0
2,Jump backwards,13,0.0
2,Jump backwards,14,0.0
2,Jump backwards,15,0.0
2,Jump backwards,16,0.0
2,Jump backwards,19,0.0
2,Jump backwards,20,0.0
2,Jump backwards,21,0.0
2,Jump backwards,23,0.0
2,Difference,1,0.0
2,Difference,2,0.0
2,Difference,4,0.0
2,Difference,5,0.0
2,Difference,6,0.0
2,Difference,7,0.0
2,Difference,9,0.0
2,Difference,10,0.0
2,Difference,11,0.0
2,Difference,12,0.0
2,Difference,13,0.0
2,Difference,14,0.0
2,Difference,15,0.0
2,Difference,16,0.0
2,Difference,19,0.0
2,Difference,20,0.0
2,Difference,21,0.0
2,Difference,23,0.0
2,Scale: Subtraction,1,0.0
2,Scale: Subtraction,2,0.0
2,Scale: Subtraction,4,0.0
2,Scale: Subtraction,5,0.0
2,Scale: Subtraction,6,0.0
2,Scale: Subtraction,7,0.0
2,Scale: Subtraction,9,0.0
2,Scale: Subtraction,10,0.0
2,Scale: Subtraction,11,0.0
2,Scale: Subtraction,12,0.0
2,Scale: Subtraction,13,0.0
2,Scale: Subtraction,14,0.0
2,Scale: Subtraction,15,0.0
2,Scale: Subtraction,16,0.0
2,Scale: Subtraction,19,0.0
2,Scale: Subtraction,20,0.0
2,Scale: Subtraction,21,0.0
2,Scale: Subtraction,23,0.0
2,Shelf: Jump Ahead,1,0.0
2,Shelf: Jump Ahead,2,0.0
2,Shelf: Jump Ahead,4,0.0
2,Shelf: Jump Ahead,5,0.0
2,Shelf: Jump Ahead,6,0.0
2,Shelf: Jump Ahead,7,0.0
2,Shelf: Jump Ahead,9,0.0
2,Shelf: Jump Ahead,10,0.0
2,Shelf: Jump Ahead,11,0.0
2,Shelf: Jump Ahead,12,0.0
2,Shelf: Jump Ahead,13,0.0
2,Shelf: Jump Ahead,14,0.0
2,Shelf: Jump Ahead,15,0.0
2,Shelf: Jump Ahead,16,0.0
2,Shelf: Jump Ahead,19,0.0
2,Shelf: Jump Ahead,20,0.0
2,Shelf: Jump Ahead,21,0.0
2,Shelf: Jump Ahead,23,0.0
2,Calculator: Multiplication,1,0.0
2,Calculator: Multiplication,2,0.0
2,Calculator: Multiplication,4,0.0
2,Calculator: Multiplication,5,0.0
2,Calculator: Multiplication,6,0.0
2,Calculator: Multiplication,7,0.0
2,Calculator: Multiplication,9,0.0
2,Calculator: Multiplication,10,0.0
2,Calculator: Multiplication,11,0.0
2,Calculator: Multiplication,12,0.0
2,Calculator: Multiplication,13,0.0
2,Calculator: Multiplication,14,0.0
2,Calculator: Multiplication,15,0.0
2,Calculator: Multiplication,16,0.0
2,Calculator: Multiplication,19,0.0
2,Calculator: Multiplication,20,0.0
2,Calculator: Multiplication,21,0.0
2,Calculator: Multiplication,23,0.0
2,Scale: Conversion,1,0.0
2,Scale: Conversion,2,0.0
2,Scale: Conversion,4,0.0
2,Scale: Conversion,5,0.0
2,Scale: Conversion,6,0.0
2,Scale: Conversion,7,0.0
2,Scale: Conversion,9,0.0
2,Scale: Conversion,10,0.0
2,Scale: Conversion,11,0.0
2,Scale: Conversion,12,0.0
2,Scale: Conversion,13,0.0
2,Scale: Conversion,14,0.0
2,Scale: Conversion,15,0.0
2,Scale: Conversion,16,0.0
2,Scale: Conversion,19,0.0
2,Scale: Conversion,20,0.0
2,Scale: Conversion,21,0.0
2,Scale: Conversion,23,0.0
2,Shelf: given height,1,0.0
2,Shelf: given height,2,0.0
2,Shelf: given height,4,0.0
2,Shelf: given height,5,0.0
2,Shelf: given height,6,0.0
2,Shelf: given height,7,0.0
2,Shelf: given height,9,0.0
2,Shelf: given height,10,0.0
2,Shelf: given height,11,0.0
2,Shelf: given height,12,0.0
2,Shelf: given height,13,0.0
2,Shelf: given height,14,0.0
2,Shelf: given height,15,0.0
2,Shelf: given height,16,0.0
2,Shelf: given height,19,0.0
2,Shelf: given height,20,0.0
2,Shelf: given height,21,0.0
2,Shelf: given height,23,0.0
2,Scale: Subtraction by Tens and Ones,1,0.0
2,Scale: Subtraction by Tens and Ones,2,0.0
2,Scale: Subtraction by Tens and Ones,4,0.0
2,Scale: Subtraction by Tens and Ones,5,0.0
2,Scale: Subtraction by Tens and Ones,6,0.0
2,Scale: Subtraction by Tens and Ones,7,0.0
2,Scale: Subtraction by Tens and Ones,9,0.0
2,Scale: Subtraction by Tens and Ones,10,0.0
2,Scale: Subtraction by Tens and Ones,11,0.0
2,Scale: Subtraction by Tens and Ones,12,0.0
2,Scale: Subtraction by Tens and Ones,13,0.0
2,Scale: Subtraction by Tens and Ones,14,0.0
2,Scale: Subtraction by Tens and Ones,15,0.0
2,Scale: Subtraction by Tens and Ones,16,0.0
2,Scale: Subtraction by Tens and Ones,19,0.0
2,Scale: Subtraction by Tens and Ones,20,0.0
2,Scale: Subtraction by Tens and Ones,21,0.0
2,Scale: Subtraction by Tens and Ones,23,0.0
2,Calculator: Division,1,0.0
2,Calculator: Division,2,0.0
2,Calculator: Division,4,0.0
2,Calculator: Division,5,0.0
2,Calculator: Division,6,0.0
2,Calculator: Division,7,0.0
2,Calculator: Division,9,0.0
2,Calculator: Division,10,0.0
2,Calculator: Division,11,0.0
2,Calculator: Division,12,0.0
2,Calculator: Division,13,0.0
2,Calculator: Division,14,0.0
2,Calculator: Division,15,0.0
2,Calculator: Division,16,0.0
2,Calculator: Division,19,0.0
2,Calculator: Division,20,0.0
2,Calculator: Division,21,0.0
2,Calculator: Division,23,0.0
2,Shelf: random height,1,0.0
2,Shelf: random height,2,0.0
2,Shelf: random height,4,0.0
2,Shelf: random height,5,0.0
2,Shelf: random height,6,0.0
2,Shelf: random height,7,0.0
2,Shelf: random height,9,0.0
2,Shelf: random height,10,0.0
2,Shelf: random height,11,0.0
2,Shelf: random height,12,0.0
2,Shelf: random height,13,0.0
2,Shelf: random height,14,0.0
2,Shelf: random height,15,0.0
2,Shelf: random height,16,0.0
2,Shelf: random height,19,0.0
2,Shelf: random height,20,0.0
2,Shelf: random height,21,0.0
2,Shelf: random height,23,0.0
2,Calculator: Multiplication with ?,1,0.0
2,Calculator: Multiplication with ?,2,0.0
2,Calculator: Multiplication with ?,4,0.0
2,Calculator: Multiplication with ?,5,0.0
2,Calculator: Multiplication with ?,6,0.0
2,Calculator: Multiplication with ?,7,0.0
2,Calculator: Multiplication with ?,9,0.0
2,Calculator: Multiplication with ?,10,0.0
2,Calculator: Multiplication with ?,11,0.0
2,Calculator: Multiplication with ?,12,0.0
2,Calculator: Multiplication with ?,13,0.0
2,Calculator: Multiplication with ?,14,0.0
2,Calculator: Multiplication with ?,15,0.0
2,Calculator: Multiplication with ?,16,0.0
2,Calculator: Multiplication with ?,19,0.0
2,Calculator: Multiplication with ?,20,0.0
2,Calculator: Multiplication with ?,21,0.0
2,Calculator: Multiplication with ?,23,0.0
2,Scale: Composition,1,0.0
2,Scale: Composition,2,0.0
2,Scale: Composition,4,0.0
2,Scale: Composition,5,0.0
2,Scale: Composition,6,0.0
2,Scale: Composition,7,0.0
2,Scale: Composition,9,0.0
2,Scale: Composition,10,0.0
2,Scale: Composition,11,0.0
2,Scale: Composition,12,0.0
2,Scale: Composition,13,0.0
2,Scale: Composition,14,0.0
2,Scale: Composition,15,0.0
2,Scale: Composition,16,0.0
2,Scale: Composition,19,0.0
2,Scale: Composition,20,0.0
2,Scale: Composition,21,0.0
2,Scale: Composition,23,0.0
3,Subitizing,1,0.25
3,Subitizing,2,0.5
3,Subitizing,5,0.5
3,Subitizing,7,0.5
3,Subitizing,8,0.5
3,Subitizing,16,0.5
3,Conversion,1,0.0
3,Conversion,2,0.0
3,Conversion,5,0.2727272727272727
3,Conversion,7,0.2727272727272727
3,Conversion,8,0.2727272727272727
3,Conversion,16,0.2727272727272727
3,Landing,1,0.0
3,Landing,2,0.0
3,Landing,5,0.09090909090909091
3,Landing,7,0.08333333333333333
3,Landing,8,0.21428571428571427
3,Landing,16,0.26666666666666666
3,Comparison,1,0.0
3,Comparison,2,0.0
3,Comparison,5,0.0
3,Comparison,7,0.0
3,Comparison,8,0.0
3,Comparison,16,0.0
3,Estimation on Number Line,1,0.0
3,Estimation on Number Line,2,0.0
3,Estimation on Number Line,5,0.0
3,Estimation on Number Line,7,0.0
3,Estimation on Number Line,8,0.0
3,Estimation on Number Line,16,0.0
3,Distance,1,0.0
3,Distance,2,0.0
3,Distance,5,0.0
3,Distance,7,0.0
3,Distance,8,0.0
3,Distance,16,0.0
3,Sliderule,1,0.0
3,Sliderule,2,0.0
